Mod:Item:MetaData, Localized Name
appliedenergistics2:facade:0, Cable Facade - Ganymede Surface Rock
appliedenergistics2:facade:0, Cable Facade - Ganymede Stone
appliedenergistics2:facade:0, Cable Facade - Magnesium Ore
appliedenergistics2:facade:0, Cable Facade - Ilmenite Ore
appliedenergistics2:facade:0, Cable Facade - Callisto Surface Rock
appliedenergistics2:facade:0, Cable Facade - Callisto Stone
appliedenergistics2:facade:0, Cable Facade - Enceladus Ice
appliedenergistics2:facade:0, Cable Facade - Enceladus Subsurface Rock
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Titan Surface Rock
appliedenergistics2:facade:0, Cable Facade - Titan Subsurface Rock
appliedenergistics2:facade:0, Cable Facade - Titan Stone
appliedenergistics2:facade:0, Cable Facade - Sapphire Ore
appliedenergistics2:facade:0, Cable Facade - Emerald Ore
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Miranda Surface Rock
appliedenergistics2:facade:0, Cable Facade - Miranda Subsurface Rock
appliedenergistics2:facade:0, Cable Facade - Miranda Stone
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Dolomite Ore
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Miranda Surface Rock
appliedenergistics2:facade:0, Cable Facade - Miranda Surface Rock
appliedenergistics2:facade:0, Cable Facade - Miranda Subsurface Rock
appliedenergistics2:facade:0, Cable Facade - Miranda Subsurface Rock
appliedenergistics2:facade:0, Cable Facade - Miranda Stone
appliedenergistics2:facade:0, Cable Facade - Miranda Stone
appliedenergistics2:facade:0, Cable Facade - Miranda Ice
appliedenergistics2:facade:0, Cable Facade - Triton Surface Rock
appliedenergistics2:facade:0, Cable Facade - Triton Subsurface Rock
appliedenergistics2:facade:0, Cable Facade - Triton Stone
appliedenergistics2:facade:0, Cable Facade - Triton Geyser
appliedenergistics2:facade:0, Cable Facade - Triton Small Geyser
appliedenergistics2:facade:0, Cable Facade - Barnarda C Grass
appliedenergistics2:facade:0, Cable Facade - tile.barnarda_c_grass_1.name
appliedenergistics2:facade:0, Cable Facade - Barnarda C Dirt
appliedenergistics2:facade:0, Cable Facade - Barnarda C Stone
appliedenergistics2:facade:0, Cable Facade - [WIP] Barnarda C Sandstone
appliedenergistics2:facade:0, Cable Facade - [WIP] Barnarda C Dirt
appliedenergistics2:facade:0, Cable Facade - Barnarda C Cobblestone
appliedenergistics2:facade:0, Cable Facade - Barnarda C Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Barnarda C Wood Planks
appliedenergistics2:facade:0, Cable Facade - Barnarda C Sand
appliedenergistics2:facade:0, Cable Facade - Barnarda C Violet Log
appliedenergistics2:facade:0, Cable Facade - tile.barnarda_c_birch_log.name
appliedenergistics2:facade:0, Cable Facade - Barnarda C Leaves
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Iron Ore
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Redstone Ore
appliedenergistics2:facade:0, Cable Facade - Lapis Ore
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Aluminum Ore
appliedenergistics2:facade:0, Cable Facade - Quartz Ore
appliedenergistics2:facade:0, Cable Facade - Cobalt Ore
appliedenergistics2:facade:0, Cable Facade - Nickel Ore
appliedenergistics2:facade:0, Cable Facade - Tau Ceti F Dirt
appliedenergistics2:facade:0, Cable Facade - Tau Ceti F Grass
appliedenergistics2:facade:0, Cable Facade - Tau Ceti F Stone
appliedenergistics2:facade:0, Cable Facade - Surface
appliedenergistics2:facade:0, Cable Facade - Subsurface
appliedenergistics2:facade:0, Cable Facade - Stone
appliedenergistics2:facade:0, Cable Facade - Ice Surface
appliedenergistics2:facade:0, Cable Facade - Ash Rock
appliedenergistics2:facade:0, Cable Facade - Gold Ore
appliedenergistics2:facade:0, Cable Facade - Tin Ore
appliedenergistics2:facade:0, Cable Facade - Copper Ore
appliedenergistics2:facade:0, Cable Facade - Coal Ore
appliedenergistics2:facade:0, Cable Facade - Silicon Ore
appliedenergistics2:facade:0, Cable Facade - Diamond Ore
appliedenergistics2:facade:0, Cable Facade - Rocky Surface
appliedenergistics2:facade:0, Cable Facade - Mushroom Skin
appliedenergistics2:facade:0, Cable Facade - Mushroom Geyser
appliedenergistics2:facade:0, Cable Facade - Mud
appliedenergistics2:facade:0, Cable Facade - Burnt Wood
appliedenergistics2:facade:0, Cable Facade - Frozen Wood
appliedenergistics2:facade:0, Cable Facade - Mushroom Stem
appliedenergistics2:facade:0, Cable Facade - Grass
appliedenergistics2:facade:0, Cable Facade - Dark Marble
appliedenergistics2:facade:0, Cable Facade - Sugar Block
appliedenergistics2:facade:0, Cable Facade - Red Slime Block
appliedenergistics2:facade:0, Cable Facade - Gravisand
appliedenergistics2:facade:0, Cable Facade - Polished Sandstone
appliedenergistics2:facade:0, Cable Facade - Polished Stone
appliedenergistics2:facade:0, Cable Facade - White Stained Planks
appliedenergistics2:facade:0, Cable Facade - Terracotta Shingles
appliedenergistics2:facade:0, Cable Facade - White Terracotta Shingles
appliedenergistics2:facade:0, Cable Facade - Oak Bark
appliedenergistics2:facade:0, Cable Facade - Sturdy Stone
appliedenergistics2:facade:0, Cable Facade - Iron Plate
appliedenergistics2:facade:0, Cable Facade - Sandy Bricks
appliedenergistics2:facade:0, Cable Facade - Thatch
appliedenergistics2:facade:0, Cable Facade - Charred Nether Brick
appliedenergistics2:facade:0, Cable Facade - Granite Bricks
appliedenergistics2:facade:0, Cable Facade - Chiseled Granite Bricks
appliedenergistics2:facade:0, Cable Facade - Midori Block
appliedenergistics2:facade:0, Cable Facade - Midori Pillar
appliedenergistics2:facade:0, Cable Facade - Magma Bricks
appliedenergistics2:facade:0, Cable Facade - Vertical Oak Wood Planks
appliedenergistics2:facade:0, Cable Facade - Vertical White Stained Planks
appliedenergistics2:facade:0, Cable Facade - Duskbound Block
appliedenergistics2:facade:0, Cable Facade - Duskbound Lantern
appliedenergistics2:facade:0, Cable Facade - Granite Pavement
appliedenergistics2:facade:0, Cable Facade - Sugar Cane Block
appliedenergistics2:facade:0, Cable Facade - Snow Bricks
appliedenergistics2:facade:0, Cable Facade - Carved Oak Wood
appliedenergistics2:facade:0, Cable Facade - Soul Sandstone
appliedenergistics2:facade:0, Cable Facade - Turf Block
appliedenergistics2:facade:0, Cable Facade - Netherwrought Stone
appliedenergistics2:facade:0, Cable Facade - White Quilted Wool
appliedenergistics2:facade:0, Cable Facade - Swamp Oak Leaves
appliedenergistics2:facade:0, Cable Facade - White Cave Crystal
appliedenergistics2:facade:0, Cable Facade - Ender Biotite Ore
appliedenergistics2:facade:0, Cable Facade - Block of Biotite
appliedenergistics2:facade:0, Cable Facade - Chiseled Biotite Block
appliedenergistics2:facade:0, Cable Facade - Pillar Biotite Block
appliedenergistics2:facade:0, Cable Facade - Basalt
appliedenergistics2:facade:0, Cable Facade - Marble
appliedenergistics2:facade:0, Cable Facade - Limestone
appliedenergistics2:facade:0, Cable Facade - Jasper
appliedenergistics2:facade:0, Cable Facade - Slate
appliedenergistics2:facade:0, Cable Facade - Brimstone
appliedenergistics2:facade:0, Cable Facade - Brimstone Bricks
appliedenergistics2:facade:0, Cable Facade - Elder Prismarine
appliedenergistics2:facade:0, Cable Facade - Elder Sea Lantern
appliedenergistics2:facade:0, Cable Facade - Glowcelium
appliedenergistics2:facade:0, Cable Facade - Glowshroom
appliedenergistics2:facade:0, Cable Facade - Spruce Bookshelf
appliedenergistics2:facade:0, Cable Facade - Lit Redstone Lamp
appliedenergistics2:facade:0, Cable Facade - Blaze Lantern
appliedenergistics2:facade:0, Cable Facade - Block of Charcoal
appliedenergistics2:facade:0, Cable Facade - Arlemite Ore
appliedenergistics2:facade:0, Cable Facade - Realmite Ore
appliedenergistics2:facade:0, Cable Facade - Rupee Ore
appliedenergistics2:facade:0, Cable Facade - Bloodgem Ore
appliedenergistics2:facade:0, Cable Facade - Netherite Ore
appliedenergistics2:facade:0, Cable Facade - Arlemite Block
appliedenergistics2:facade:0, Cable Facade - Realmite Block
appliedenergistics2:facade:0, Cable Facade - Rupee Block
appliedenergistics2:facade:0, Cable Facade - Bloodgem Block
appliedenergistics2:facade:0, Cable Facade - Netherite Block
appliedenergistics2:facade:0, Cable Facade - Blaze Pumpkin
appliedenergistics2:facade:0, Cable Facade - Creeper Pumpkin
appliedenergistics2:facade:0, Cable Facade - Cyclops Pumpkin
appliedenergistics2:facade:0, Cable Facade - Ender Pumpkin
appliedenergistics2:facade:0, Cable Facade - Ender Watcher Pumpkin
appliedenergistics2:facade:0, Cable Facade - Frost Pumpkin
appliedenergistics2:facade:0, Cable Facade - Ghast Pumpkin
appliedenergistics2:facade:0, Cable Facade - Glacon Pumpkin
appliedenergistics2:facade:0, Cable Facade - Hellspider Pumpkin
appliedenergistics2:facade:0, Cable Facade - Jungle Spider Pumpkin
appliedenergistics2:facade:0, Cable Facade - Skeleton Pumpkin
appliedenergistics2:facade:0, Cable Facade - Spider Pumpkin
appliedenergistics2:facade:0, Cable Facade - Zombie Pumpkin
appliedenergistics2:facade:0, Cable Facade - Black Steel
appliedenergistics2:facade:0, Cable Facade - Blue Steel
appliedenergistics2:facade:0, Cable Facade - Bright Red Steel
appliedenergistics2:facade:0, Cable Facade - Green Steel
appliedenergistics2:facade:0, Cable Facade - Orange Steel
appliedenergistics2:facade:0, Cable Facade - Purple Steel
appliedenergistics2:facade:0, Cable Facade - Red Steel
appliedenergistics2:facade:0, Cable Facade - White Steel
appliedenergistics2:facade:0, Cable Facade - Yellow Steel
appliedenergistics2:facade:0, Cable Facade - Teal Steel
appliedenergistics2:facade:0, Cable Facade - Blue Vane
appliedenergistics2:facade:0, Cable Facade - Cyan Vane
appliedenergistics2:facade:0, Cable Facade - Purple Vane
appliedenergistics2:facade:0, Cable Facade - Red Vane
appliedenergistics2:facade:0, Cable Facade - Yellow Vane
appliedenergistics2:facade:0, Cable Facade - Aquatonic Bricks
appliedenergistics2:facade:0, Cable Facade - Lava Bricks
appliedenergistics2:facade:0, Cable Facade - Arlemite Bricks
appliedenergistics2:facade:0, Cable Facade - Darkstone Bricks
appliedenergistics2:facade:0, Cable Facade - Diamond Bricks
appliedenergistics2:facade:0, Cable Facade - Gold Bricks
appliedenergistics2:facade:0, Cable Facade - Green Bricks
appliedenergistics2:facade:0, Cable Facade - Iron Bricks
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Bricks
appliedenergistics2:facade:0, Cable Facade - Milk Stone Bricks
appliedenergistics2:facade:0, Cable Facade - Netherite Bricks
appliedenergistics2:facade:0, Cable Facade - Pink Bricks
appliedenergistics2:facade:0, Cable Facade - Purple Bricks
appliedenergistics2:facade:0, Cable Facade - Realmite Bricks
appliedenergistics2:facade:0, Cable Facade - Redstone Bricks
appliedenergistics2:facade:0, Cable Facade - Eden Bricks
appliedenergistics2:facade:0, Cable Facade - Wildwood Bricks
appliedenergistics2:facade:0, Cable Facade - Apalachia Bricks
appliedenergistics2:facade:0, Cable Facade - Skythern Bricks
appliedenergistics2:facade:0, Cable Facade - Mortum Bricks
appliedenergistics2:facade:0, Cable Facade - Minibricks
appliedenergistics2:facade:0, Cable Facade - Arlemite Minibricks
appliedenergistics2:facade:0, Cable Facade - Bedrock Minibricks
appliedenergistics2:facade:0, Cable Facade - Netherite Minibricks
appliedenergistics2:facade:0, Cable Facade - Realmite Minibricks
appliedenergistics2:facade:0, Cable Facade - Bloodgem Minibricks
appliedenergistics2:facade:0, Cable Facade - Rupee Minibricks
appliedenergistics2:facade:0, Cable Facade - Aqua Lamp
appliedenergistics2:facade:0, Cable Facade - Arlemite Lamp
appliedenergistics2:facade:0, Cable Facade - Blaze Lamp
appliedenergistics2:facade:0, Cable Facade - Bluefire Lamp
appliedenergistics2:facade:0, Cable Facade - Diamond Lamp
appliedenergistics2:facade:0, Cable Facade - Divine Lamp
appliedenergistics2:facade:0, Cable Facade - Draken Lamp
appliedenergistics2:facade:0, Cable Facade - Eden Lamp
appliedenergistics2:facade:0, Cable Facade - Ender Lamp
appliedenergistics2:facade:0, Cable Facade - Ender Stone Lamp
appliedenergistics2:facade:0, Cable Facade - Gold Lamp
appliedenergistics2:facade:0, Cable Facade - Ice Lamp
appliedenergistics2:facade:0, Cable Facade - Jungle Lamp
appliedenergistics2:facade:0, Cable Facade - Kraken Lamp
appliedenergistics2:facade:0, Cable Facade - Lapis Lazuli Lamp
appliedenergistics2:facade:0, Cable Facade - Lava Lamp
appliedenergistics2:facade:0, Cable Facade - Milky Lamp
appliedenergistics2:facade:0, Cable Facade - Molten Lamp
appliedenergistics2:facade:0, Cable Facade - Netherite Lamp
appliedenergistics2:facade:0, Cable Facade - Realmite Lamp
appliedenergistics2:facade:0, Cable Facade - Redstone Ore Lamp
appliedenergistics2:facade:0, Cable Facade - Rupee Lamp
appliedenergistics2:facade:0, Cable Facade - Terran Lamp
appliedenergistics2:facade:0, Cable Facade - Asphalt
appliedenergistics2:facade:0, Cable Facade - Blue Stone
appliedenergistics2:facade:0, Cable Facade - Checker
appliedenergistics2:facade:0, Cable Facade - Crate
appliedenergistics2:facade:0, Cable Facade - Darkstone
appliedenergistics2:facade:0, Cable Facade - Fancy Wool
appliedenergistics2:facade:0, Cable Facade - Milk Stone
appliedenergistics2:facade:0, Cable Facade - Plank Design
appliedenergistics2:facade:0, Cable Facade - Rainbow Wool
appliedenergistics2:facade:0, Cable Facade - Spike Block
appliedenergistics2:facade:0, Cable Facade - Hot Spike Block
appliedenergistics2:facade:0, Cable Facade - Frosted Allure
appliedenergistics2:facade:0, Cable Facade - Divine Log
appliedenergistics2:facade:0, Cable Facade - Divine Leaves
appliedenergistics2:facade:0, Cable Facade - Divine Planks
appliedenergistics2:facade:0, Cable Facade - Divine Moss Stone
appliedenergistics2:facade:0, Cable Facade - Divine Rock
appliedenergistics2:facade:0, Cable Facade - Slime Light
appliedenergistics2:facade:0, Cable Facade - Frozen Dirt
appliedenergistics2:facade:0, Cable Facade - Frozen Grass
appliedenergistics2:facade:0, Cable Facade - Frozen Stone
appliedenergistics2:facade:0, Cable Facade - Frozen Log
appliedenergistics2:facade:0, Cable Facade - Brittle Leaves
appliedenergistics2:facade:0, Cable Facade - Frozen Planks
appliedenergistics2:facade:0, Cable Facade - Coalstone
appliedenergistics2:facade:0, Cable Facade - Icy Bricks
appliedenergistics2:facade:0, Cable Facade - Icy Stone
appliedenergistics2:facade:0, Cable Facade - Snow Bricks
appliedenergistics2:facade:0, Cable Facade - Workshop Bookcase
appliedenergistics2:facade:0, Cable Facade - Workshop Carpet
appliedenergistics2:facade:0, Cable Facade - Workshop Lamp
appliedenergistics2:facade:0, Cable Facade - Blue Candy Cane
appliedenergistics2:facade:0, Cable Facade - Green Candy Cane
appliedenergistics2:facade:0, Cable Facade - Pink Candy Cane
appliedenergistics2:facade:0, Cable Facade - Red Candy Cane
appliedenergistics2:facade:0, Cable Facade - Yellow Candy Cane
appliedenergistics2:facade:0, Cable Facade - Eden Dirt
appliedenergistics2:facade:0, Cable Facade - Wildwood Dirt
appliedenergistics2:facade:0, Cable Facade - Apalachia Dirt
appliedenergistics2:facade:0, Cable Facade - Skythern Dirt
appliedenergistics2:facade:0, Cable Facade - Mortum Dirt
appliedenergistics2:facade:0, Cable Facade - Eden Grass
appliedenergistics2:facade:0, Cable Facade - Wildwood Grass
appliedenergistics2:facade:0, Cable Facade - Apalachia Grass
appliedenergistics2:facade:0, Cable Facade - Skythern Grass
appliedenergistics2:facade:0, Cable Facade - Mortum Grass
appliedenergistics2:facade:0, Cable Facade - Twilight Stone
appliedenergistics2:facade:0, Cable Facade - Eden Ore
appliedenergistics2:facade:0, Cable Facade - Wildwood Ore
appliedenergistics2:facade:0, Cable Facade - Apalachia Ore
appliedenergistics2:facade:0, Cable Facade - Skythern Ore
appliedenergistics2:facade:0, Cable Facade - Mortum Ore
appliedenergistics2:facade:0, Cable Facade - Eden Log
appliedenergistics2:facade:0, Cable Facade - Wildwood Log
appliedenergistics2:facade:0, Cable Facade - Apalachia Log
appliedenergistics2:facade:0, Cable Facade - Skythern Log
appliedenergistics2:facade:0, Cable Facade - Mortum Log
appliedenergistics2:facade:0, Cable Facade - Eden Leaves
appliedenergistics2:facade:0, Cable Facade - Wildwood Leaves
appliedenergistics2:facade:0, Cable Facade - Apalachia Leaves
appliedenergistics2:facade:0, Cable Facade - Skythern Leaves
appliedenergistics2:facade:0, Cable Facade - Mortum Leaves
appliedenergistics2:facade:0, Cable Facade - Eden Planks
appliedenergistics2:facade:0, Cable Facade - Wildwood Planks
appliedenergistics2:facade:0, Cable Facade - Apalachia Planks
appliedenergistics2:facade:0, Cable Facade - Skythern Planks
appliedenergistics2:facade:0, Cable Facade - Mortum Planks
appliedenergistics2:facade:0, Cable Facade - Eden Block
appliedenergistics2:facade:0, Cable Facade - Wildwood Block
appliedenergistics2:facade:0, Cable Facade - Apalachia Block
appliedenergistics2:facade:0, Cable Facade - Skythern Block
appliedenergistics2:facade:0, Cable Facade - Mortum Block
appliedenergistics2:facade:0, Cable Facade - Truffle
appliedenergistics2:facade:0, Cable Facade - Arcanite Dirt
appliedenergistics2:facade:0, Cable Facade - Arcanite Grass
appliedenergistics2:facade:0, Cable Facade - Raw Arcanium
appliedenergistics2:facade:0, Cable Facade - Arcanium Block
appliedenergistics2:facade:0, Cable Facade - Ancient Bricks
appliedenergistics2:facade:0, Cable Facade - Ancient Stone
appliedenergistics2:facade:0, Cable Facade - Ancient Tile
appliedenergistics2:facade:0, Cable Facade - Arcanium Metal
appliedenergistics2:facade:0, Cable Facade - Arcanium Power
appliedenergistics2:facade:0, Cable Facade - Dark Degraded Brick
appliedenergistics2:facade:0, Cable Facade - Degraded Bricks
appliedenergistics2:facade:0, Cable Facade - Dungeon Bookshelf
appliedenergistics2:facade:0, Cable Facade - Dungeon Lamp
appliedenergistics2:facade:0, Cable Facade - Heat Trap
appliedenergistics2:facade:0, Cable Facade - Heat Trap
appliedenergistics2:facade:0, Cable Facade - Light Degraded Brick
appliedenergistics2:facade:0, Cable Facade - Soul Sludge
appliedenergistics2:facade:0, Cable Facade - Soul Stone
appliedenergistics2:facade:0, Cable Facade - Ancient Bricks (Breakable)
appliedenergistics2:facade:0, Cable Facade - Ancient Stone (Breakable)
appliedenergistics2:facade:0, Cable Facade - Ancient Tile (Breakable)
appliedenergistics2:facade:0, Cable Facade - Arcanium Metal (Breakable)
appliedenergistics2:facade:0, Cable Facade - Arcanium Power (Breakable)
appliedenergistics2:facade:0, Cable Facade - Degraded Bricks (Breakable)
appliedenergistics2:facade:0, Cable Facade - Dungeon Lamp (Breakable)
appliedenergistics2:facade:0, Cable Facade - Soul Sludge (Breakable)
appliedenergistics2:facade:0, Cable Facade - Soul Stone (Breakable)
appliedenergistics2:facade:0, Cable Facade - Eucalyptus Log
appliedenergistics2:facade:0, Cable Facade - Eucalyptus Planks
appliedenergistics2:facade:0, Cable Facade - Acceleron
appliedenergistics2:facade:0, Cable Facade - Dream Dirt
appliedenergistics2:facade:0, Cable Facade - Dream Grass
appliedenergistics2:facade:0, Cable Facade - Dream Stone
appliedenergistics2:facade:0, Cable Facade - Dreamwood Log
appliedenergistics2:facade:0, Cable Facade - Firewood Log
appliedenergistics2:facade:0, Cable Facade - Hyrewood Log
appliedenergistics2:facade:0, Cable Facade - Mintwood Log
appliedenergistics2:facade:0, Cable Facade - Dreamwood Leaves
appliedenergistics2:facade:0, Cable Facade - Firewood Leaves
appliedenergistics2:facade:0, Cable Facade - Hyrewood Leaves
appliedenergistics2:facade:0, Cable Facade - Mintwood Leaves
appliedenergistics2:facade:0, Cable Facade - Dark Dream Bricks
appliedenergistics2:facade:0, Cable Facade - Light Dream Bricks
appliedenergistics2:facade:0, Cable Facade - Red Dream Bricks
appliedenergistics2:facade:0, Cable Facade - Fire Crystal
appliedenergistics2:facade:0, Cable Facade - Firelight
appliedenergistics2:facade:0, Cable Facade - Green Everstone
appliedenergistics2:facade:0, Cable Facade - Dark Everstone
appliedenergistics2:facade:0, Cable Facade - White Everstone
appliedenergistics2:facade:0, Cable Facade - Black Hungerstone
appliedenergistics2:facade:0, Cable Facade - Green Hungerstone
appliedenergistics2:facade:0, Cable Facade - Crypt Floor
appliedenergistics2:facade:0, Cable Facade - Crypt Wall
appliedenergistics2:facade:0, Cable Facade - Village Lamp
appliedenergistics2:facade:0, Cable Facade - Cell Lamp
appliedenergistics2:facade:0, Cable Facade - Hive Wall
appliedenergistics2:facade:0, Cable Facade - Black Karos Bricks
appliedenergistics2:facade:0, Cable Facade - Blue Karos Bricks
appliedenergistics2:facade:0, Cable Facade - Heliotic Beam
appliedenergistics2:facade:0, Cable Facade - Karos Dispenser
appliedenergistics2:facade:0, Cable Facade - Karos Heat Tile Green
appliedenergistics2:facade:0, Cable Facade - Karos Heat Tile Red
appliedenergistics2:facade:0, Cable Facade - Luna Brick
appliedenergistics2:facade:0, Cable Facade - Luna Stone
appliedenergistics2:facade:0, Cable Facade - Chamber Wall
appliedenergistics2:facade:0, Cable Facade - Shifted Chamber Wall
appliedenergistics2:facade:0, Cable Facade - Stacked Chamber Wall
appliedenergistics2:facade:0, Cable Facade - Hall Wall
appliedenergistics2:facade:0, Cable Facade - Karos Altar
appliedenergistics2:facade:0, Cable Facade - Lunic Altar
appliedenergistics2:facade:0, Cable Facade - Quadrotic Altar
appliedenergistics2:facade:0, Cable Facade - Raglok Altar
appliedenergistics2:facade:0, Cable Facade - Wreck Altar
appliedenergistics2:facade:0, Cable Facade - Yellorite Ore
appliedenergistics2:facade:0, Cable Facade - Anglesite Ore
appliedenergistics2:facade:0, Cable Facade - Benitoite Ore
appliedenergistics2:facade:0, Cable Facade - Yellorium Block
appliedenergistics2:facade:0, Cable Facade - Cyanite Block
appliedenergistics2:facade:0, Cable Facade - Graphite Block
appliedenergistics2:facade:0, Cable Facade - Blutonium Block
appliedenergistics2:facade:0, Cable Facade - Ludicrite Block
appliedenergistics2:facade:0, Cable Facade - Steel Block
appliedenergistics2:facade:0, Cable Facade - Flux Block
appliedenergistics2:facade:0, Cable Facade - Water Spring
appliedenergistics2:facade:0, Cable Facade - Oil Spring
appliedenergistics2:facade:0, Cable Facade - tile.decorated.destroy.name
appliedenergistics2:facade:0, Cable Facade - Blueprint (Decoration)
appliedenergistics2:facade:0, Cable Facade - Template (Decoration)
appliedenergistics2:facade:0, Cable Facade - tile.decorated.paper.name
appliedenergistics2:facade:0, Cable Facade - tile.decorated.leather.name
appliedenergistics2:facade:0, Cable Facade - Laser (Decoration)
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:crystal_seed:0, Certus Quartz Seed
appliedenergistics2:crystal_seed:600, Nether Quartz Seed
appliedenergistics2:crystal_seed:1200, Fluix Seed
appliedenergistics2:encoded_pattern, Encoded Pattern
appliedenergistics2:paint_ball:0, Paint Ball - White
appliedenergistics2:paint_ball:1, Paint Ball - Orange
appliedenergistics2:paint_ball:2, Paint Ball - Magenta
appliedenergistics2:paint_ball:3, Paint Ball - Light Blue
appliedenergistics2:paint_ball:4, Paint Ball - Yellow
appliedenergistics2:paint_ball:5, Paint Ball - Lime
appliedenergistics2:paint_ball:6, Paint Ball - Pink
appliedenergistics2:paint_ball:7, Paint Ball - Gray
appliedenergistics2:paint_ball:8, Paint Ball - Light Gray
appliedenergistics2:paint_ball:9, Paint Ball - Cyan
appliedenergistics2:paint_ball:10, Paint Ball - Purple
appliedenergistics2:paint_ball:11, Paint Ball - Blue
appliedenergistics2:paint_ball:12, Paint Ball - Brown
appliedenergistics2:paint_ball:13, Paint Ball - Green
appliedenergistics2:paint_ball:14, Paint Ball - Red
appliedenergistics2:paint_ball:15, Paint Ball - Black
appliedenergistics2:paint_ball:20, Paint Ball - Lumen White
appliedenergistics2:paint_ball:21, Paint Ball - Lumen Orange
appliedenergistics2:paint_ball:22, Paint Ball - Lumen Magenta
appliedenergistics2:paint_ball:23, Paint Ball - Lumen Light Blue
appliedenergistics2:paint_ball:24, Paint Ball - Lumen Yellow
appliedenergistics2:paint_ball:25, Paint Ball - Lumen Lime
appliedenergistics2:paint_ball:26, Paint Ball - Lumen Pink
appliedenergistics2:paint_ball:27, Paint Ball - Lumen Gray
appliedenergistics2:paint_ball:28, Paint Ball - Lumen Light Gray
appliedenergistics2:paint_ball:29, Paint Ball - Lumen Cyan
appliedenergistics2:paint_ball:30, Paint Ball - Lumen Purple
appliedenergistics2:paint_ball:31, Paint Ball - Lumen Blue
appliedenergistics2:paint_ball:32, Paint Ball - Lumen Brown
appliedenergistics2:paint_ball:33, Paint Ball - Lumen Green
appliedenergistics2:paint_ball:34, Paint Ball - Lumen Red
appliedenergistics2:paint_ball:35, Paint Ball - Lumen Black
appliedenergistics2:dummy_fluid_item, item.appliedenergistics2.dummy_fluid_item.name
appliedenergistics2:material:28, Advanced Card
appliedenergistics2:material:44, Annihilation Core
appliedenergistics2:material:25, Basic Card
appliedenergistics2:material:52, Blank Pattern
appliedenergistics2:material:23, Calculation Processor
appliedenergistics2:material:13, Inscriber Calculation Press
appliedenergistics2:material:16, Printed Calculation Circuit
appliedenergistics2:material:27, Capacity Card
appliedenergistics2:material:53, Crafting Card
appliedenergistics2:material:29, Fuzzy Card
appliedenergistics2:material:31, Inverter Card
appliedenergistics2:material:26, Redstone Card
appliedenergistics2:material:30, Acceleration Card
appliedenergistics2:material:34, 128³ Spatial Component
appliedenergistics2:material:37, 16k ME Storage Component
appliedenergistics2:material:33, 16³ Spatial Component
appliedenergistics2:material:35, 1k ME Storage Component
appliedenergistics2:material:32, 2³ Spatial Component
appliedenergistics2:material:36, 4k ME Storage Component
appliedenergistics2:material:38, 64k ME Storage Component
appliedenergistics2:material:0, Certus Quartz Crystal
appliedenergistics2:material:1, Charged Certus Quartz Crystal
appliedenergistics2:material:2, Certus Quartz Dust
appliedenergistics2:material:39, ME Storage Housing
appliedenergistics2:material:46, Ender Dust
appliedenergistics2:material:24, Engineering Processor
appliedenergistics2:material:14, Inscriber Engineering Press
appliedenergistics2:material:17, Printed Engineering Circuit
appliedenergistics2:material:4, Flour
appliedenergistics2:material:56, 16k ME Fluid Storage Component
appliedenergistics2:material:54, 1k ME Fluid Storage Component
appliedenergistics2:material:55, 4k ME Fluid Storage Component
appliedenergistics2:material:57, 64k ME Fluid Storage Component
appliedenergistics2:material:7, Fluix Crystal
appliedenergistics2:material:8, Fluix Dust
appliedenergistics2:material:9, Fluix Pearl
appliedenergistics2:material:43, Formation Core
appliedenergistics2:material:51, Gold Dust
appliedenergistics2:material:49, Iron Dust
appliedenergistics2:material:22, Logic Processor
appliedenergistics2:material:15, Inscriber Logic Press
appliedenergistics2:material:18, Printed Logic Circuit
appliedenergistics2:material:6, Matter Ball
